invoice_no,transaction_date,customer_id,description,category,order_city,state,order_postal,region,latitude,longitude,quantity,costs,profit_per_unit,baseline_shipping_cost,hypothesis_factor,hypothesis_shipping_costs,profit_before_shipping,profit_after_baseline,profit_after_hypothesis
572065,10/20/2021 13:06,12556,Dog and Puppy Pads,Disposables,mesa,AZ,85206-1077,West,33.4153,-111.8313,2,5,11.7,8.5,0.8,8.0,23.4,14.9,15.4
572065,10/20/2021 13:06,12556,Pet Odor Eliminator,Cleanig Supplies,mesa,AZ,85206-1077,West,33.4153,-111.8313,1,4,6.14,4,1.0,4,6.14,2.14,2.14
572065,10/20/2021 13:06,12556,Sheba Perfect Portions Pat Wet Cat Food,Food,mesa,AZ,85206-1077,West,33.4153,-111.8313,1,2.5,2.6,2.5,1.0,2.5,2.6,0.1,0.1
572065,10/20/2021 13:06,12556,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,mesa,AZ,85206-1077,West,33.4153,-111.8313,1,20,41.5,20,1.0,20,41.5,21.5,21.5
572066,10/20/2021 13:07,15159,Canned Cat Food,Food,brandywine,MD,20613-5941,East,38.6968,-76.8477,2,9,10.5,15.3,0.8,14.4,21.0,5.7,6.6
572066,10/20/2021 13:07,15159,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,brandywine,MD,20613-5941,East,38.6968,-76.8477,2,12,11.7,20.4,0.8,19.2,23.4,3.0,4.2
572066,10/20/2021 13:07,15159,Pet Odor Eliminator,Cleanig Supplies,brandywine,MD,20613-5941,East,38.6968,-76.8477,3,4,6.14,9.6,0.6,7.2,18.42,8.82,11.22
572066,10/20/2021 13:07,15159,ProBiotic Supplements for Dogs,Supplements,brandywine,MD,20613-5941,East,38.6968,-76.8477,4,7,7.7,21.7,0.6,16.8,30.8,9.1,14.0
,10/20/2021 13:07,15159,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,brandywine,MD,20613-5941,East,38.6968,-76.8477,3,10,11.7,24.0,0.6,18.0,35.1,11.1,17.1
572066,10/20/2021 13:07,15159,Purina Pro Plan Adult Sensitive Skin,Supplements,brandywine,MD,20613-5941,East,38.6968,-76.8477,4,10,19.48,31.0,0.6,24.0,77.92,46.92,53.92
572066,10/20/2021 13:07,15159,UltraSound Dog Barking Deterrent,Electronics,brandywine,MD,20613-5941,East,38.6968,-76.8477,1,5,9.7,5,1.0,5,9.7,4.7,4.7
572069,,14911,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,edgard,LA,70049-2017,Central,30.0433,-90.5601,2,9,8.7,15.3,0.8,14.4,17.4,2.1,3.0
572070,10/20/2021 13:37,15587,Canned Cat Food,Food,olive branch,MS,38654,Central,34.9618,-89.8295,4,9,8.34,27.9,0.6,21.6,33.36,5.46,11.76
572073,10/20/2021 13:46,13263,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,san ramon,CA,94583-1951,West,37.7799,-121.978,1,5,17.5,5,1.0,5,17.5,12.5,12.5
572074,10/20/2021 13:54,16284,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,brooklyn,NY,11234-3130,East,40.6922,-73.9902,1,10,11.7,10,1.0,10,11.7,1.7,1.7
572076,10/20/2021 14:01,13761,Rechargeable Pet Nail Grinder,Grooming,doral,FL,33191-1045,East,25.8195,-80.3553,1,5,10.5,5,1.0,5,10.5,5.5,5.5
,10/20/2021 14:09,15807,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,lincoln,NE,68521,Central,40.8001,-96.6674,2,5,17.5,8.5,0.8,8.0,35.0,26.5,27.0
572079,10/20/2021 14:11,14484,Pet Odor Eliminator,Cleanig Supplies,dahlgren,IL,62828,Central,38.1981,-88.6845,3,4,6.14,9.6,0.6,7.2,18.42,8.82,11.22
572081,10/20/2021 14:13,16592,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,brilliant,OH,43913-1047,Central,40.2648,-80.6262,1,5,15.7,5,1.0,5,15.7,10.7,10.7
572082,10/20/2021 14:18,17672,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,san antonio,TX,78215-1944,Central,29.4246,-98.4951,1,20,41.5,20,1.0,20,41.5,21.5,21.5
572087,10/20/2021 14:30,12683,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,bakersfield,CA,93304-5519,West,35.3739,-119.0195,3,20,30.7,48.0,0.6,36.0,92.1,44.1,56.1
572088,10/20/2021 14:33,14585,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,plainfield,IL,60544-3703,Central,41.627,-88.204,2,9,8.7,15.3,0.8,14.4,17.4,2.1,3.0
572091,10/20/2021 14:40,15129,Dog and Puppy Pads,Disposables,walpole,MA,02081-1423,East,42.1418,-71.2495,3,5,11.7,12.0,0.6,9.0,35.1,23.1,26.1
572091,10/20/2021 14:40,15129,UltraSound Dog Barking Deterrent,Electronics,walpole,MA,02081-1423,East,42.1418,-71.2495,1,5,9.7,5,1.0,5,9.7,4.7,4.7
572092,10/20/2021 14:41,17125,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,ebensburg,PA,15931-1428,East,40.4851,-78.7247,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
572092,10/20/2021 14:41,17125,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,ebensburg,PA,15931-1428,East,40.4851,-78.7247,1,20,41.5,20,1.0,20,41.5,21.5,21.5
572094,10/20/2021 14:52,17420,Pet Hair Remover,Grooming,amarillo,TX,79109-3941,Central,35.2072,-101.8338,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
572096,10/20/2021 15:20,16813,Pet Hair Remover,Grooming,eugene,OR,97402-1154,West,44.0505,-123.0951,1,5,6.48,5,1.0,5,6.48,1.48,1.48
572096,10/20/2021 15:20,16813,Purina Pro Plan Adult Sensitive Skin,Supplements,eugene,OR,97402-1154,West,44.0505,-123.0951,1,10,26.5,10,1.0,10,26.5,16.5,16.5
572098,10/20/2021 15:38,15117,Earth Rated Dog Poop Bags,Disposables,derwood,MD,20855,East,39.1173,-77.1611,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
572098,10/20/2021 15:38,15117,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,derwood,MD,20855,East,39.1173,-77.1611,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
572098,10/20/2021 15:38,15117,Pet Hair Remover,Grooming,derwood,MD,20855,East,39.1173,-77.1611,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
572103,10/20/2021 15:57,17571,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,houston,TX,77040-6024,Central,29.7589,-95.3677,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
572104,10/20/2021 16:21,15469,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,roseville,MN,55113,Central,45.0061,-93.1566,1,5,15.7,5,1.0,5,15.7,10.7,10.7
572104,10/20/2021 16:21,,Purina Pro Plan Adult Sensitive Skin,Supplements,,,,,,,1,10,24.7,10,1.0,10,24.7,14.7,14.7
572107,10/20/2021 17:13,15836,Pet Odor Eliminator,Cleanig Supplies,las cruces,NM,88011-4050,West,32.314,-106.7798,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
572107,10/20/2021 17:13,15836,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,las cruces,NM,88011-4050,West,32.314,-106.7798,1,10,11.7,10,1.0,10,11.7,1.7,1.7
572107,10/20/2021 17:13,15836,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,las cruces,NM,88011-4050,West,32.314,-106.7798,1,20,41.5,20,1.0,20,41.5,21.5,21.5
572108,10/20/2021 18:08,,Pet Odor Eliminator,Cleanig Supplies,,,,,,,8,4,6.14,23.6,0.4,12.8,49.12,25.52,36.32
572108,10/20/2021 18:08,15814,Purina Pro Plan Adult Sensitive Skin,Supplements,carneys point,NJ,8069,East,39.7112,-75.4702,1,10,26.5,10,1.0,10,26.5,16.5,16.5
572123,10/21/2021 8:40,14646,Earth Rated Dog Poop Bags,Disposables,chicago,IL,60657-5473,Central,41.8756,-87.6244,17,4,5.74,48.8,0.3,20.4,97.58,48.78,77.18
572125,10/21/2021 8:57,16156,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,la luz,NM,88337-9539,West,32.9779,-105.9419,2,9,8.7,15.3,0.8,14.4,17.4,2.1,3.0
572125,10/21/2021 8:57,16156,ProBiotic Supplements for Dogs,Supplements,la luz,NM,88337-9539,West,32.9779,-105.9419,2,7,12.5,11.9,0.8,11.2,25.0,13.1,13.8
572126,10/21/2021 9:04,16313,Pet Odor Eliminator,Cleanig Supplies,clifton springs,NY,14432-9734,East,42.9617,-77.14,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
572127,10/21/2021 9:20,14911,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,edgard,LA,70049-2017,Central,30.0433,-90.5601,2,5,17.5,8.5,0.8,8.0,35.0,26.5,27.0
572127,10/21/2021 9:20,14911,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,edgard,LA,70049-2017,Central,30.0433,-90.5601,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
572127,10/21/2021 9:20,14911,Sheba Perfect Portions Pat Wet Cat Food,Food,edgard,LA,70049-2017,Central,30.0433,-90.5601,6,2.5,2.6,11.25,0.5,7.5,15.6,4.35,8.1
572127,10/21/2021 9:20,14911,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,edgard,LA,70049-2017,Central,30.0433,-90.5601,1,20,41.5,20,1.0,20,41.5,21.5,21.5
572133,10/21/2021 10:11,12407,UltraSound Dog Barking Deterrent,Electronics,biscoe,NC,27209-9600,East,35.3601,-79.7797,1,5,9.7,5,1.0,5,9.7,4.7,4.7
572183,10/21/2021 10:50,16153,Pet Grooming Brush,Grooming,jal,NM,88252-0219,West,32.1132,-103.1935,4,5,5.9,15.5,0.6,12.0,23.6,8.1,11.6
572183,10/21/2021 10:50,16153,UltraSound Dog Barking Deterrent,Electronics,jal,NM,88252-0219,West,32.1132,-103.1935,1,5,9.7,5,1.0,5,9.7,4.7,4.7
572185,10/21/2021 10:52,,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,,,,,,,6,5,46.78,22.5,0.5,15.0,280.68,258.18,265.68
572185,10/21/2021 10:52,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,2,9,30.78,15.3,0.8,14.4,61.56,46.26,47.16
572185,10/21/2021 10:52,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,,,,,,,3,12,46.74,28.8,0.6,21.6,140.22,111.42,118.62
,10/21/2021 10:52,,Pet Grooming Brush,Grooming,,,,,,,3,5,25.76,12.0,0.6,9.0,77.28,65.28,68.28
572185,10/21/2021 10:52,,ProBiotic Supplements for Dogs,Supplements,,,,,,,1,7,52.76,7,1.0,7,52.76,45.76,45.76
572185,10/21/2021 10:52,,ProBiotic Supplements for Dogs,Supplements,,,,,,,1,7,85.28,7,1.0,7,85.28,78.28,78.28
572185,10/21/2021 10:52,,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,,,,,,,1,10,46.74,10,1.0,10,46.74,36.74,36.74
572185,10/21/2021 10:52,,Sheba Perfect Portions Pat Wet Cat Food,Food,,,,,,,1,2.5,12.26,2.5,1.0,2.5,12.26,9.76,9.76
572185,10/21/2021 10:52,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,,,,,,,1,20,114.76,20,1.0,20,114.76,94.76,94.76
572186,10/21/2021 10:55,16497,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,rochester,NY,14620-2129,East,43.1573,-77.6152,2,9,8.7,15.3,0.8,14.4,17.4,2.1,3.0
572190,10/21/2021 11:16,,Pet Hair Remover,Grooming,,,,,,,1,5,6.48,5,1.0,5,6.48,1.48,1.48
,10/21/2021 11:18,17377,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,loudon,TN,37774-2175,Central,35.7329,-84.3338,1,10,11.7,10,1.0,10,11.7,1.7,1.7
572192,10/21/2021 11:30,18118,Dog and Puppy Pads,Disposables,tacoma,WA,98422-3480,West,47.2496,-122.4399,1,5,11.7,5,1.0,5,11.7,6.7,6.7
572192,10/21/2021 11:30,18118,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,tacoma,WA,98422-3480,West,47.2496,-122.4399,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
572192,10/21/2021 11:30,18118,Pet Grooming Brush,Grooming,tacoma,WA,98422-3480,West,47.2496,-122.4399,1,5,5.9,5,1.0,5,5.9,0.9,0.9
572194,10/21/2021 11:43,17832,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,fairfax,VA,22033-2159,East,38.8462,-77.3064,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
572195,10/21/2021 11:49,14562,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,northbrook,IL,60062,Central,42.1297,-87.8305,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
572196,10/21/2021 11:54,18102,NexGard Chew for Dogs,Food,shoreline,WA,98133-4705,West,47.7563,-122.3438,20,7,-1.2,100.1,0.3,42.0,-24.0,-124.1,-66.0
572215,10/21/2021 12:52,12646,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,tempe,AZ,85283-3811,West,33.4144,-111.9094,1,20,41.5,20,1.0,20,41.5,21.5,21.5
572216,10/21/2021 12:56,16015,Dog and Puppy Pads,Disposables,hackensack,NJ,07601-1258,East,40.8859,-74.0435,1,5,11.7,5,1.0,5,11.7,6.7,6.7
572216,10/21/2021 12:56,16015,Pet Grooming Brush,Grooming,hackensack,NJ,07601-1258,East,40.8859,-74.0435,1,5,5.9,5,1.0,5,5.9,0.9,0.9
572219,10/21/2021 13:17,17463,Dog and Puppy Pads,Disposables,cedar park,TX,78613-3996,Central,30.5052,-97.8203,1,5,11.7,5,1.0,5,11.7,6.7,6.7
572219,10/21/2021 13:17,17463,Earth Rated Dog Poop Bags,Disposables,cedar park,TX,78613-3996,Central,30.5052,-97.8203,1,4,7.48,4,1.0,4,7.48,3.48,3.48
572219,10/21/2021 13:17,17463,Pet Hair Remover,Grooming,cedar park,TX,78613-3996,Central,30.5052,-97.8203,1,5,6.48,5,1.0,5,6.48,1.48,1.48
572219,10/21/2021 13:17,17463,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,cedar park,TX,78613-3996,Central,30.5052,-97.8203,1,10,11.7,10,1.0,10,11.7,1.7,1.7
572221,10/21/2021 13:27,17086,Earth Rated Dog Poop Bags,Disposables,strabane,PA,15363-9605,East,40.2509,-80.1978,4,4,7.48,12.4,0.6,9.6,29.92,17.52,20.32
572221,10/21/2021 13:27,17086,UltraSound Dog Barking Deterrent,Electronics,strabane,PA,15363-9605,East,40.2509,-80.1978,1,5,9.7,5,1.0,5,9.7,4.7,4.7
572224,10/21/2021 13:46,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,7,9,6.3,46.8,0.5,31.5,44.1,-2.7,12.6
572225,10/21/2021 13:50,13157,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,san diego,CA,92103-1135,West,32.7174,-117.1628,1,10,11.7,10,1.0,10,11.7,1.7,1.7
572229,10/21/2021 14:23,14329,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,honolulu,HI,96826-5706,Other,21.3045,-157.8557,2,9,8.7,15.3,0.8,14.4,17.4,2.1,3.0
572229,10/21/2021 14:23,14329,Purina Pro Plan Adult Sensitive Skin,Supplements,honolulu,HI,96826-5706,Other,21.3045,-157.8557,1,10,26.5,10,1.0,10,26.5,16.5,16.5
572229,10/21/2021 14:23,14329,Sheba Perfect Portions Pat Wet Cat Food,Food,honolulu,HI,96826-5706,Other,21.3045,-157.8557,4,2.5,2.6,7.75,0.6,6.0,10.4,2.65,4.4
,10/21/2021 14:23,14329,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,honolulu,HI,96826-5706,Other,21.3045,-157.8557,1,20,41.5,20,1.0,20,41.5,21.5,21.5
572231,10/21/2021 14:41,13974,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,palm harbor,FL,34684-3803,East,28.0781,-82.7637,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
572232,10/21/2021 14:41,16293,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,brooklyn,NY,11235-4404,East,40.6922,-73.9902,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
572237,10/21/2021 14:49,15152,Pet Odor Eliminator,Cleanig Supplies,berwyn heights,MD,20740-2763,East,38.994,-76.9105,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
572238,10/21/2021 14:50,15819,Pet Hair Remover,Grooming,lodi,NJ,07644-2230,East,40.8823,-74.0832,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
572240,10/21/2021 15:18,13709,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,apollo beach,FL,33572-1735,East,27.7738,-82.4073,1,5,17.5,5,1.0,5,17.5,12.5,12.5
572240,10/21/2021 15:18,13709,Dog and Puppy Pads,Disposables,apollo beach,FL,33572-1735,East,27.7738,-82.4073,1,5,11.7,5,1.0,5,11.7,6.7,6.7
572241,,12712,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,canyon lake,CA,92587-7923,West,33.6837,-117.2626,1,5,17.5,5,1.0,5,17.5,12.5,12.5
572242,10/21/2021 15:36,15677,UltraSound Dog Barking Deterrent,Electronics,flat rock,NC,28731-6500,East,35.2712,-82.4415,1,5,9.7,5,1.0,5,9.7,4.7,4.7
572243,10/21/2021 15:43,17361,Canned Cat Food,Food,jackson,TN,38305-8552,Central,35.6145,-88.8139,2,9,10.5,15.3,0.8,14.4,21.0,5.7,6.6
572274,10/21/2021 16:48,14031,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,sarasota,FL,34243-2252,East,27.3364,-82.5307,3,20,30.7,48.0,0.6,36.0,92.1,44.1,56.1
572278,10/23/2021 10:46,16326,Purina Pro Plan Adult Sensitive Skin,Supplements,far rockaway,NY,11691-1724,East,40.59,-73.8,1,10,26.5,10,1.0,10,26.5,16.5,16.5
572279,10/23/2021 10:56,16066,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,n arlington,NJ,07031-6736,East,,,1,5,17.5,5,1.0,5,17.5,12.5,12.5
572279,10/23/2021 10:56,16066,Purina Pro Plan Adult Sensitive Skin,Supplements,n arlington,NJ,07031-6736,East,,,1,10,26.5,10,1.0,10,26.5,16.5,16.5
572280,10/23/2021 11:05,16007,Sheba Perfect Portions Pat Wet Cat Food,Food,farmingdale,NJ,07727-4306,East,40.1965,-74.1685,1,2.5,2.6,2.5,1.0,2.5,2.6,0.1,0.1
572281,10/23/2021 11:10,17211,Dog and Puppy Pads,Disposables,lancaster,SC,29720-9484,East,34.7204,-80.7709,1,5,11.7,5,1.0,5,11.7,6.7,6.7
572281,10/23/2021 11:10,17211,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,lancaster,SC,29720-9484,East,34.7204,-80.7709,2,9,8.7,15.3,0.8,14.4,17.4,2.1,3.0
572281,10/23/2021 11:10,17211,Purina Pro Plan Adult Sensitive Skin,Supplements,lancaster,SC,29720-9484,East,34.7204,-80.7709,1,10,26.5,10,1.0,10,26.5,16.5,16.5
572282,10/23/2021 11:39,17634,Rechargeable Pet Nail Grinder,Grooming,montgomery,TX,77316-2811,Central,30.3883,-95.6963,1,5,10.5,5,1.0,5,10.5,5.5,5.5
572282,10/23/2021 11:39,17634,Sheba Perfect Portions Pat Wet Cat Food,Food,montgomery,TX,77316-2811,Central,30.3883,-95.6963,1,2.5,2.6,2.5,1.0,2.5,2.6,0.1,0.1
572282,10/23/2021 11:39,17634,UltraSound Dog Barking Deterrent,Electronics,montgomery,TX,77316-2811,Central,30.3883,-95.6963,1,5,9.7,5,1.0,5,9.7,4.7,4.7
572283,10/23/2021 11:42,15000,Pet Odor Eliminator,Cleanig Supplies,charlton,MA,01507-1409,East,42.1356,-71.9701,1,4,6.14,4,1.0,4,6.14,2.14,2.14
572283,10/23/2021 11:42,15000,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,charlton,MA,01507-1409,East,42.1356,-71.9701,1,10,11.7,10,1.0,10,11.7,1.7,1.7
572285,10/23/2021 12:16,14698,NexGard Chew for Dogs,Food,greenwood,IN,46143-1932,Central,39.6137,-86.1067,1,7,17.7,7,1.0,7,17.7,10.7,10.7
572287,10/23/2021 12:26,15584,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,madison,MS,39110-6616,Central,32.4618,-90.1154,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
572287,,15584,Pet Odor Eliminator,Cleanig Supplies,madison,MS,39110-6616,Central,32.4618,-90.1154,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
,10/23/2021 12:28,17377,Earth Rated Dog Poop Bags,Disposables,loudon,TN,37774-2175,Central,35.7329,-84.3338,1,4,7.48,4,1.0,4,7.48,3.48,3.48
572288,10/23/2021 12:28,17377,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,loudon,TN,37774-2175,Central,35.7329,-84.3338,1,10,11.7,10,1.0,10,11.7,1.7,1.7
572288,10/23/2021 12:28,17377,Rechargeable Pet Nail Grinder,Grooming,loudon,TN,37774-2175,Central,35.7329,-84.3338,1,5,10.5,5,1.0,5,10.5,5.5,5.5
572289,10/23/2021 12:37,13782,Dog and Puppy Pads,Disposables,fort myers,FL,33967-3542,East,26.6406,-81.8723,1,5,11.7,5,1.0,5,11.7,6.7,6.7
572290,10/23/2021 12:46,,Purina Pro Plan Adult Sensitive Skin,Supplements,,,,,,,1,10,26.5,10,1.0,10,26.5,16.5,16.5
,10/23/2021 12:46,16931,Dog and Puppy Pads,Disposables,elizabethtown,PA,17022-3172,East,40.1534,-76.6043,1,5,11.7,5,1.0,5,11.7,6.7,6.7
572291,10/23/2021 12:46,16931,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,elizabethtown,PA,17022-3172,East,40.1534,-76.6043,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
572294,10/23/2021 13:10,13471,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,vallejo,CA,94591-6939,West,38.1041,-122.2566,1,5,17.5,5,1.0,5,17.5,12.5,12.5
572294,10/23/2021 13:10,13471,Earth Rated Dog Poop Bags,Disposables,vallejo,CA,94591-6939,West,38.1041,-122.2566,1,4,7.48,4,1.0,4,7.48,3.48,3.48
572294,10/23/2021 13:10,13471,Pet Grooming Brush,Grooming,vallejo,CA,94591-6939,West,38.1041,-122.2566,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
572294,10/23/2021 13:10,13471,Pet Hair Remover,Grooming,vallejo,CA,94591-6939,West,38.1041,-122.2566,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
572294,10/23/2021 13:10,13471,Rechargeable Pet Nail Grinder,Grooming,vallejo,CA,94591-6939,West,38.1041,-122.2566,1,5,10.5,5,1.0,5,10.5,5.5,5.5
572295,10/23/2021 13:49,16686,ProBiotic Supplements for Dogs,Supplements,powell,OH,43065-6032,Central,40.1578,-83.0752,1,7,12.5,7,1.0,7,12.5,5.5,5.5
572296,10/23/2021 14:28,13598,Earth Rated Dog Poop Bags,Disposables,bridgewater,CT,06752-1407,East,41.5351,-73.3662,1,4,7.48,4,1.0,4,7.48,3.48,3.48
572296,10/23/2021 14:28,13598,Pet Hair Remover,Grooming,bridgewater,CT,06752-1407,East,41.5351,-73.3662,1,5,6.48,5,1.0,5,6.48,1.48,1.48
,10/23/2021 14:30,15953,Dog and Puppy Pads,Disposables,bedminster,NJ,07921-1861,East,40.6807,-74.6454,6,5,9.3,22.5,0.5,15.0,55.8,33.3,40.8
572300,10/23/2021 14:40,18005,Pet Hair Remover,Grooming,east wenatchee,WA,98802,West,47.4157,-120.2931,1,5,6.48,5,1.0,5,6.48,1.48,1.48
572300,10/23/2021 14:40,18005,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,east wenatchee,WA,98802,West,47.4157,-120.2931,1,20,41.5,20,1.0,20,41.5,21.5,21.5
572301,10/23/2021 14:41,16794,Pet Grooming Brush,Grooming,astoria,OR,97103-3619,West,46.1879,-123.8313,1,5,5.9,5,1.0,5,5.9,0.9,0.9
572301,10/23/2021 14:41,16794,UltraSound Dog Barking Deterrent,Electronics,astoria,OR,97103-3619,West,46.1879,-123.8313,1,5,9.7,5,1.0,5,9.7,4.7,4.7
572303,10/23/2021 14:56,18109,Dog and Puppy Pads,Disposables,spokane,WA,99201,West,47.6589,-117.4247,1,5,11.7,5,1.0,5,11.7,6.7,6.7
572304,10/23/2021 15:07,17131,Dog and Puppy Pads,Disposables,millville,PA,17846-8948,East,41.1204,-76.5299,1,5,11.7,5,1.0,5,11.7,6.7,6.7
572306,10/23/2021 15:11,17841,Dog and Puppy Pads,Disposables,great falls,VA,22066-1101,East,38.9982,-77.2883,1,5,11.7,5,1.0,5,11.7,6.7,6.7
572306,,17841,Pet Hair Remover,Grooming,great falls,VA,22066-1101,East,38.9982,-77.2883,1,5,6.48,5,1.0,5,6.48,1.48,1.48
572306,10/23/2021 15:11,17841,ProBiotic Supplements for Dogs,Supplements,great falls,VA,22066-1101,East,38.9982,-77.2883,1,7,12.5,7,1.0,7,12.5,5.5,5.5
572306,10/23/2021 15:11,17841,Rechargeable Pet Nail Grinder,Grooming,great falls,VA,22066-1101,East,38.9982,-77.2883,1,5,10.5,5,1.0,5,10.5,5.5,5.5
,10/23/2021 15:11,17841,UltraSound Dog Barking Deterrent,Electronics,great falls,VA,22066-1101,East,38.9982,-77.2883,1,5,9.7,5,1.0,5,9.7,4.7,4.7
572307,,16905,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,bloomsburg,PA,17815-8410,East,41.0041,-76.4538,1,20,41.5,20,1.0,20,41.5,21.5,21.5
572309,10/23/2021 15:29,14432,Dog and Puppy Pads,Disposables,bensenville,IL,60106-1606,Central,41.9538,-87.9432,2,5,11.7,8.5,0.8,8.0,23.4,14.9,15.4
,10/23/2021 15:29,14432,Pet Odor Eliminator,Cleanig Supplies,bensenville,IL,60106-1606,Central,41.9538,-87.9432,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
572310,10/23/2021 15:30,12748,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,copperopolis,CA,95228-9644,West,37.981,-120.6419,1,20,41.5,20,1.0,20,41.5,21.5,21.5
572311,10/23/2021 15:45,14035,Pet Odor Eliminator,Cleanig Supplies,satellite beach,FL,32937,East,28.1761,-80.5901,6,4,6.14,18.0,0.5,12.0,36.84,18.84,24.84
572312,10/23/2021 15:47,15022,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,gloucester,MA,01930-2005,East,42.6159,-70.662,1,5,17.5,5,1.0,5,17.5,12.5,12.5
572315,10/23/2021 16:00,14504,Pet Odor Eliminator,Cleanig Supplies,evanston,IL,60201,Central,42.0447,-87.693,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
